College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Fr. Conceicao Rodrigues College of Engineering, Jalgaon 79",North Maharashtra University,Dhule,2488,1123,1365,91,88,451,87,70,74,35,1236,B+,2024
"Fr. Conceicao Rodrigues College of Engineering, Jalgaon 79",North Maharashtra University,Dhule,2637,1146,1491,95,93,472,89,73,75,32,1252,B+,2025
"Ramrao Adik Institute of Technology, Latur",SNDT Women's University,Nanded,4379,2739,1640,225,48,444,69,84,81,9,262,B+,2022
"Ramrao Adik Institute of Technology, Latur",SNDT Women's University,Nanded,4749,2325,2424,226,49,452,71,83,81,11,295,B+,2023
"Ramrao Adik Institute of Technology, Latur",SNDT Women's University,Nanded,4812,2285,2527,236,53,467,76,84,81,10,317,B+,2024
"Ramrao Adik Institute of Technology, Latur",SNDT Women's University,Nanded,5197,2207,2990,230,48,483,71,87,84,7,310,B+,2025
"Sandip Foundation College of Engineering, Lonavala 88",Dr. Babasaheb Ambedkar Technological University,Amravati,4576,2099,2477,180,91,903,67,75,53,58,714,A+,2022
"Sandip Foundation College of Engineering, Lonavala 88",Dr. Babasaheb Ambedkar Technological University,Amravati,4830,2538,2292,196,97,886,61,73,53,58,789,A+,2023
"Sandip Foundation College of Engineering, Lonavala 88",Dr. Babasaheb Ambedkar Technological University,Amravati,4844,3039,1805,209,92,825,67,75,50,58,850,A+,2024
"Sandip Foundation College of Engineering, Lonavala 88",Dr. Babasaheb Ambedkar Technological University,Amravati,5382,3609,1773,195,98,917,66,74,51,61,871,A+,2025
"Maharashtra Institute of Technology, Nagpur",University of Mumbai,Thane,4546,2655,1891,350,59,976,87,87,80,79,836,A,2022
"Maharashtra Institute of Technology, Nagpur",University of Mumbai,Thane,4680,2589,2091,350,61,971,83,88,77,78,873,A,2023
"Maharashtra Institute of Technology, Nagpur",University of Mumbai,Thane,4910,3137,1773,350,64,1101,86,89,80,83,1009,A,2024
"Maharashtra Institute of Technology, Nagpur",University of Mumbai,Thane,5411,3272,2139,322,64,1135,88,90,79,79,1026,A,2025
"Atharva College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4593,2521,2072,338,94,771,96,65,96,12,743,A++,2022
"Atharva College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4925,2614,2311,350,92,811,94,65,96,7,801,A++,2023
"Atharva College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,5095,2762,2333,324,95,828,99,68,94,9,858,A++,2024
"Atharva College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4956,2899,2057,350,92,767,99,66,95,7,862,A++,2025
"Dwarkadas J. Sanghvi College of Engineering, Nashik",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4974,2691,2283,322,94,1099,82,92,92,3,972,A,2022
"Dwarkadas J. Sanghvi College of Engineering, Nashik",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,5143,2560,2583,350,95,1159,85,92,93,4,1034,A,2023
"Dwarkadas J. Sanghvi College of Engineering, Nashik",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,5854,3088,2766,346,95,1200,88,90,93,5,1076,A,2024
"Dwarkadas J. Sanghvi College of Engineering, Nashik",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,6000,3745,2255,350,96,1159,86,92,92,6,1193,A,2025
"Sinhgad Institute of Technology, Karad",SNDT Women's University,Chandrapur,2760,1837,923,101,57,280,84,65,87,70,342,B+,2022
"Sinhgad Institute of Technology, Karad",SNDT Women's University,Chandrapur,2904,1851,1053,109,53,272,80,67,86,72,377,B+,2023
"Sinhgad Institute of Technology, Karad",SNDT Women's University,Chandrapur,3011,1638,1373,113,60,301,85,67,86,68,392,B+,2024
"Sinhgad Institute of Technology, Karad",SNDT Women's University,Chandrapur,2958,1248,1710,112,60,271,87,65,84,74,426,B+,2025
"D.Y. Patil Institute of Engineering, Mumbai",University of Mumbai,Palghar,4328,2185,2143,251,54,482,81,79,77,81,1049,B++,2022
"D.Y. Patil Institute of Engineering, Mumbai",University of Mumbai,Palghar,4794,3084,1710,221,50,449,81,78,78,85,1101,B++,2023
"D.Y. Patil Institute of Engineering, Mumbai",University of Mumbai,Palghar,5250,2407,2843,240,48,530,81,78,75,80,1230,B++,2024
"D.Y. Patil Institute of Engineering, Mumbai",University of Mumbai,Palghar,5039,3248,1791,229,55,534,85,80,78,80,1236,B++,2025
"K.J. Somaiya College of Engineering, Kolhapur",University of Mumbai,Palghar,1896,1130,766,150,83,392,63,92,91,67,223,A,2022
"K.J. Somaiya College of Engineering, Kolhapur",University of Mumbai,Palghar,1999,994,1005,145,89,379,61,92,90,68,253,A,2023
"K.J. Somaiya College of Engineering, Kolhapur",University of Mumbai,Palghar,2145,927,1218,143,87,363,64,93,91,67,268,A,2024
"K.J. Somaiya College of Engineering, Kolhapur",University of Mumbai,Palghar,2148,1157,991,143,92,365,62,92,92,68,279,A,2025
"D.Y. Patil Institute of Engineering, Solapur 63",North Maharashtra University,Nandurbar,3209,1694,1515,252,88,324,79,67,61,41,1024,A,2022
"D.Y. Patil Institute of Engineering, Solapur 63",North Maharashtra University,Nandurbar,3489,2056,1433,251,85,311,77,70,61,38,1108,A,2023
"D.Y. Patil Institute of Engineering, Solapur 63",North Maharashtra University,Nandurbar,3556,2091,1465,261,91,330,76,70,63,38,1200,A,2024
"D.Y. Patil Institute of Engineering, Solapur 63",North Maharashtra University,Nandurbar,3569,2279,1290,225,88,309,83,69,61,38,1152,A,2025
"Sanjay Ghodawat Institute, Baramati",Shivaji University,Sangli,1739,1157,582,153,61,323,90,82,73,15,1333,B++,2022
"Sanjay Ghodawat Institute, Baramati",Shivaji University,Sangli,1828,840,988,162,57,319,85,82,75,18,1500,B++,2023
"Sanjay Ghodawat Institute, Baramati",Shivaji University,Sangli,1854,1201,653,148,61,324,88,83,75,14,1500,B++,2024
"Sanjay Ghodawat Institute, Baramati",Shivaji University,Sangli,1913,1251,662,162,64,374,86,83,75,15,1500,B++,2025
"Ramrao Adik Institute of Technology, Nanded 60",SNDT Women's University,Akola,4169,2127,2042,225,55,774,62,81,59,70,454,A,2022
"Ramrao Adik Institute of Technology, Nanded 60",SNDT Women's University,Akola,4155,2762,1393,203,56,750,66,82,60,66,477,A,2023
"Ramrao Adik Institute of Technology, Nanded 60",SNDT Women's University,Akola,4426,2683,1743,230,56,651,67,82,60,65,547,A,2024
"Ramrao Adik Institute of Technology, Nanded 60",SNDT Women's University,Akola,4991,3146,1845,225,55,658,69,81,58,70,573,A,2025
"Sardar Patel College of Engineering, Akola 10",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4204,2728,1476,195,84,747,96,80,54,72,591,A++,2022
"Sardar Patel College of Engineering, Akola 10",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4328,2850,1478,214,86,665,96,79,51,71,635,A++,2023
"Sardar Patel College of Engineering, Akola 10",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4803,3094,1709,224,80,674,100,80,52,71,684,A++,2024
"Sardar Patel College of Engineering, Akola 10",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4941,3088,1853,208,83,667,100,76,52,68,680,A++,2025
"K.J. Somaiya College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,3803,2542,1261,224,51,493,95,67,93,32,1218,A+,2022
"K.J. Somaiya College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,4179,2558,1621,230,54,479,90,66,91,33,1285,A+,2023
"K.J. Somaiya College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,4200,1857,2343,199,56,500,94,65,92,32,1384,A+,2024
"K.J. Somaiya College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,4720,2492,2228,229,49,522,91,66,91,33,1500,A+,2025
"Sandip Foundation College of Engineering, Kolhapur 18",Dr. Babasaheb Ambedkar Technological University,Akola,4642,1993,2649,192,86,1038,68,93,73,7,495,A+,2022
"Sandip Foundation College of Engineering, Kolhapur 18",Dr. Babasaheb Ambedkar Technological University,Akola,5035,3077,1958,201,85,1016,67,94,72,5,557,A+,2023
"Sandip Foundation College of Engineering, Kolhapur 18",Dr. Babasaheb Ambedkar Technological University,Akola,5394,2615,2779,190,87,949,69,95,72,3,544,A+,2024
"Sandip Foundation College of Engineering, Kolhapur 18",Dr. Babasaheb Ambedkar Technological University,Akola,5265,3140,2125,194,90,1036,73,96,72,3,621,A+,2025
"Thadomal Shahani Engineering College, Jalgaon",Savitribai Phule Pune University,Ahmednagar,748,419,329,35,78,165,83,87,81,59,183,A+,2022
"Thadomal Shahani Engineering College, Jalgaon",Savitribai Phule Pune University,Ahmednagar,824,474,350,39,75,165,80,88,79,61,188,A+,2023
"Thadomal Shahani Engineering College, Jalgaon",Savitribai Phule Pune University,Ahmednagar,885,547,338,38,77,176,87,89,80,61,206,A+,2024
"Thadomal Shahani Engineering College, Jalgaon",Savitribai Phule Pune University,Ahmednagar,909,529,380,39,83,170,87,88,80,59,221,A+,2025
"Maharashtra Institute of Technology, Lonavala",SNDT Women's University,Yavatmal,2426,1187,1239,123,84,209,87,87,87,82,238,B,2022
"Maharashtra Institute of Technology, Lonavala",SNDT Women's University,Yavatmal,2449,1079,1370,122,86,193,87,90,87,80,256,B,2023
"Maharashtra Institute of Technology, Lonavala",SNDT Women's University,Yavatmal,2733,1806,927,117,83,194,84,89,87,80,258,B,2024
"Maharashtra Institute of Technology, Lonavala",SNDT Women's University,Yavatmal,2775,1712,1063,127,86,199,84,89,87,85,281,B,2025
"Dwarkadas J. Sanghvi College of Engineering, Amravati",North Maharashtra University,Dhule,4475,2720,1755,261,65,569,90,65,83,19,898,A+,2022
"Dwarkadas J. Sanghvi College of Engineering, Amravati",North Maharashtra University,Dhule,4594,2701,1893,257,65,588,92,65,82,19,980,A+,2023
"Dwarkadas J. Sanghvi College of Engineering, Amravati",North Maharashtra University,Dhule,5024,2167,2857,258,68,652,89,65,81,15,1079,A+,2024
"Dwarkadas J. Sanghvi College of Engineering, Amravati",North Maharashtra University,Dhule,4792,3045,1747,266,71,658,93,65,83,18,1051,A+,2025
"Sinhgad Institute of Technology, Jalgaon",University of Mumbai,Raigad,2041,1078,963,153,57,238,64,77,75,43,299,A,2022
"Sinhgad Institute of Technology, Jalgaon",University of Mumbai,Raigad,2177,947,1230,149,56,261,70,77,75,45,320,A,2023
"Sinhgad Institute of Technology, Jalgaon",University of Mumbai,Raigad,2295,1263,1032,164,60,255,68,78,77,43,338,A,2024
"Sinhgad Institute of Technology, Jalgaon",University of Mumbai,Raigad,2462,1282,1180,151,60,261,72,77,78,44,347,A,2025
"Thadomal Shahani Engineering College, Wadala",Dr. Babasaheb Ambedkar Technological University,Aurangabad,3493,1630,1863,317,49,294,95,73,58,78,1012,B,2022
"Thadomal Shahani Engineering College, Wadala",Dr. Babasaheb Ambedkar Technological University,Aurangabad,3823,1650,2173,295,48,278,100,73,59,82,1120,B,2023
"Thadomal Shahani Engineering College, Wadala",Dr. Babasaheb Ambedkar Technological University,Aurangabad,3948,2561,1387,325,46,254,100,77,60,78,1236,B,2024
"Thadomal Shahani Engineering College, Wadala",Dr. Babasaheb Ambedkar Technological University,Aurangabad,4085,2362,1723,335,50,281,100,73,58,81,1295,B,2025
"Sinhgad Institute of Technology, Amravati 67",North Maharashtra University,Nandurbar,4807,2705,2102,182,87,282,75,69,62,54,1181,B++,2022
"Sinhgad Institute of Technology, Amravati 67",North Maharashtra University,Nandurbar,5482,3368,2114,197,85,289,76,68,62,56,1327,B++,2023
"Sinhgad Institute of Technology, Amravati 67",North Maharashtra University,Nandurbar,5404,2521,2883,187,91,309,80,68,64,58,1423,B++,2024
"Sinhgad Institute of Technology, Amravati 67",North Maharashtra University,Nandurbar,6000,3834,2166,199,84,261,80,72,65,55,1500,B++,2025
"Sanjay Ghodawat Institute, Wardha 80",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2507,1661,846,191,86,307,87,71,66,50,831,B+,2022
"Sanjay Ghodawat Institute, Wardha 80",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2708,1288,1420,180,86,288,91,67,66,46,859,B+,2023
"Sanjay Ghodawat Institute, Wardha 80",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2592,1381,1211,175,87,259,87,68,64,50,923,B+,2024
"Sanjay Ghodawat Institute, Wardha 80",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2724,1781,943,187,89,264,92,71,64,47,1027,B+,2025
"K.J. Somaiya College of Engineering, Nashik",SNDT Women's University,Nanded,5006,2883,2123,350,79,1103,100,65,100,68,1033,A+,2022
"K.J. Somaiya College of Engineering, Nashik",SNDT Women's University,Nanded,5075,2188,2887,350,77,1181,96,65,99,71,1119,A+,2023
"K.J. Somaiya College of Engineering, Nashik",SNDT Women's University,Nanded,5416,3359,2057,350,80,1132,99,65,100,69,1198,A+,2024
"K.J. Somaiya College of Engineering, Nashik",SNDT Women's University,Nanded,5729,3290,2439,350,82,1140,100,67,100,70,1242,A+,2025
"K.J. Somaiya College of Engineering, Shirur",University of Mumbai,Mumbai,5461,2317,3144,317,69,683,62,98,79,30,985,B,2022
"K.J. Somaiya College of Engineering, Shirur",University of Mumbai,Mumbai,5451,3522,1929,310,69,609,62,97,78,30,1062,B,2023
"K.J. Somaiya College of Engineering, Shirur",University of Mumbai,Mumbai,5980,3992,1988,299,72,670,65,99,76,32,1121,B,2024
"K.J. Somaiya College of Engineering, Shirur",University of Mumbai,Mumbai,6000,2732,3268,324,70,649,66,99,77,32,1213,B,2025
"Ramrao Adik Institute of Technology, Dhule 74",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1458,987,471,95,97,144,65,84,87,70,823,B++,2022
"Ramrao Adik Institute of Technology, Dhule 74",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1593,858,735,101,98,135,64,85,89,69,894,B++,2023
"Ramrao Adik Institute of Technology, Dhule 74",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1714,806,908,100,100,151,63,84,90,67,948,B++,2024
"Ramrao Adik Institute of Technology, Dhule 74",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1698,1129,569,96,99,148,68,85,87,69,1002,B++,2025
"Sardar Patel College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4429,1892,2537,332,45,574,71,87,78,43,287,B+,2022
"Sardar Patel College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4479,2854,1625,350,45,531,73,83,78,46,304,B+,2023
"Sardar Patel College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4934,2150,2784,350,45,518,77,85,77,47,315,B+,2024
"Sardar Patel College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4928,2782,2146,346,52,509,77,83,77,46,341,B+,2025
"K.J. Somaiya College of Engineering, Satara",Shivaji University,Solapur,4622,2603,2019,264,71,717,88,76,77,70,1177,A,2022
"K.J. Somaiya College of Engineering, Satara",Shivaji University,Solapur,4615,2117,2498,279,70,815,82,76,76,67,1232,A,2023
"K.J. Somaiya College of Engineering, Satara",Shivaji University,Solapur,5118,3160,1958,255,71,774,83,78,78,69,1230,A,2024
"K.J. Somaiya College of Engineering, Satara",Shivaji University,Solapur,5069,2874,2195,273,75,777,86,79,78,71,1287,A,2025
"Thadomal Shahani Engineering College, Kolhapur",Shivaji University,Ratnagiri,2425,1594,831,98,78,280,83,74,91,12,506,B++,2022
"Thadomal Shahani Engineering College, Kolhapur",Shivaji University,Ratnagiri,2565,1362,1203,97,79,253,84,73,93,14,537,B++,2023
"Thadomal Shahani Engineering College, Kolhapur",Shivaji University,Ratnagiri,2659,1146,1513,91,84,304,87,74,93,13,578,B++,2024
"Thadomal Shahani Engineering College, Kolhapur",Shivaji University,Ratnagiri,2591,1183,1408,96,81,269,86,75,94,18,625,B++,2025
"St. John College of Engineering, Chandrapur",Shivaji University,Ratnagiri,838,444,394,59,83,50,62,74,80,74,936,B+,2022
"St. John College of Engineering, Chandrapur",Shivaji University,Ratnagiri,911,452,459,65,86,50,65,75,81,77,948,B+,2023
"St. John College of Engineering, Chandrapur",Shivaji University,Ratnagiri,976,504,472,60,89,50,63,73,80,75,971,B+,2024
"St. John College of Engineering, Chandrapur",Shivaji University,Ratnagiri,1033,694,339,60,89,50,65,76,79,73,1123,B+,2025
"Rajarambapu Institute of Technology, Nagpur",Savitribai Phule Pune University,Ahmednagar,5003,2957,2046,350,66,1200,88,99,68,94,1223,A++,2022
"Rajarambapu Institute of Technology, Nagpur",Savitribai Phule Pune University,Ahmednagar,5397,2916,2481,330,70,1150,86,97,69,92,1270,A++,2023
"Rajarambapu Institute of Technology, Nagpur",Savitribai Phule Pune University,Ahmednagar,5714,3223,2491,331,71,1066,89,98,68,93,1429,A++,2024
"Rajarambapu Institute of Technology, Nagpur",Savitribai Phule Pune University,Ahmednagar,5566,2505,3061,350,75,1111,84,99,67,88,1424,A++,2025
"Maharashtra Institute of Technology, Dhule 82",SNDT Women's University,Latur,1902,1220,682,77,78,216,61,98,85,88,515,A++,2022
"Maharashtra Institute of Technology, Dhule 82",SNDT Women's University,Latur,2029,1045,984,80,77,203,65,99,84,86,578,A++,2023
"Maharashtra Institute of Technology, Dhule 82",SNDT Women's University,Latur,2283,1029,1254,85,83,199,62,99,83,86,584,A++,2024
"Maharashtra Institute of Technology, Dhule 82",SNDT Women's University,Latur,2299,1284,1015,80,78,213,64,95,82,91,607,A++,2025
"K.K. Wagh Institute of Engineering Education, Kolhapur",Savitribai Phule Pune University,Ahmednagar,5548,3081,2467,350,53,373,74,92,74,86,833,A+,2022
"K.K. Wagh Institute of Engineering Education, Kolhapur",Savitribai Phule Pune University,Ahmednagar,5498,3615,1883,325,54,377,77,89,71,84,915,A+,2023
"K.K. Wagh Institute of Engineering Education, Kolhapur",Savitribai Phule Pune University,Ahmednagar,5936,2980,2956,325,55,350,80,90,74,84,979,A+,2024
"K.K. Wagh Institute of Engineering Education, Kolhapur",Savitribai Phule Pune University,Ahmednagar,6000,3030,2970,334,62,344,80,92,71,84,990,A+,2025
"Government College of Engineering, Akola 12",Shivaji University,Ratnagiri,4664,2313,2351,201,70,508,77,80,90,22,950,A,2022
"Government College of Engineering, Akola 12",Shivaji University,Ratnagiri,4875,3228,1647,204,67,521,77,78,89,24,1019,A,2023
"Government College of Engineering, Akola 12",Shivaji University,Ratnagiri,5138,3455,1683,185,65,574,75,77,89,24,1037,A,2024
"Government College of Engineering, Akola 12",Shivaji University,Ratnagiri,5092,3338,1754,200,71,516,81,77,90,26,1137,A,2025
"Sinhgad Institute of Technology, Satara",Shivaji University,Ratnagiri,4400,2042,2358,266,52,901,77,83,95,57,813,A++,2022
"Sinhgad Institute of Technology, Satara",Shivaji University,Ratnagiri,4667,2773,1894,285,54,850,77,81,96,55,862,A++,2023
